,id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
86305,48667588,Bright Clinton Hill/Bed Stuy Room in Artist's Apt.,15171747989,unconfirmed,Perri,Brooklyn,Bedford-Stuyvesant,40.68484,-73.95759,United States,US,True,moderate,Private room,2004.0,$739 ,$148 ,3.0,17.0,5/27/2018,0.45,5.0,1.0,390.0,NO Smoking  Pets Allowed with a $375 non refundable pet fee.,
9830,6430445,SUNNY COZY ROOM FOR 1 :),2345760622,unconfirmed,Graham And Ben,Brooklyn,Clinton Hill,40.69411,-73.96151,United States,US,True,moderate,Private room,2016.0,$822 ,$164 ,30.0,31.0,10/10/2018,0.66,2.0,11.0,43.0,,
368,1204582,Oceanfront Apartment in Rockaway,81066007591,verified,Reed,Queens,Rockaway Beach,40.58615,-73.81245,United States,US,False,flexible,Private room,2011.0,$438 ,$88 ,27.0,13.0,9/21/2015,0.13,3.0,1.0,336.0,"Dear Guest, Thank you for appreciating that I live in a building with other people. Please always lock all doors (especially the front one) when coming and going.",
35570,20646647,Comfy sofa close to Manhattan!,28802412792,unconfirmed,Agustina,Queens,Astoria,40.76826,-73.92772,United States,US,False,flexible,Shared room,2018.0,$274 ,$55 ,1.0,18.0,6/29/2019,1.76,5.0,1.0,165.0,"Thank you for your reservation. By placing your reservation online you indicated that you accepted the terms and conditions which have been printed below.  Please review your reservation summary as below - then print, sign and return the agreement to:  (EMAIL HIDDEN) or fax it to (PHONE NUMBER HIDDEN) or  mail it to: Spare Suite, Inc., 119 Braintree Street, Suite 510, Boston, MA 02134, USA Upon receipt, we will send you the welcome document with check in instructions and how to get your keys. Terms of the Agreement: BOOKING AND REFUND POLICY Once booked your reservation is guaranteed for the check in and check out times and dates specified. All reservations must be paid in advance, in full for the entire period of stay.  All reservations are final, and NON REFUNDABLE UNDER ANY CIRCUMSTANCES.  If you feel you may need to cancel once booked, you may consider trip insurance through AAA or other reputable provider like (URL HIDDEN) POLICY ON CHILDREN: This property is not ""KID FRIENDLY"" al",
89614,50495148,Beautiful Renovated Apartment NYC.,52971133295,unconfirmed,Rony,Bronx,Kingsbridge,40.88297,-73.90727,United States,US,False,moderate,Entire home/apt,2014.0,$148 ,$30 ,3.0,54.0,6/24/2019,1.68,3.0,2.0,278.0,#NAME?,
46186,26509864,"PRIVATE, NEWLY RENOVATED BEDROOM, 10 MINS FROM JFK",82159107182,unconfirmed,Mina,Queens,Howard Beach,40.66635,-73.85258,United States,US,True,strict,Private room,2003.0,$320 ,$64 ,1.0,3.0,7/6/2019,2.14,2.0,4.0,329.0,,
12304,7796835,Beautiful Condo Prospect Heights,83680476655,unconfirmed,Kalana,Brooklyn,Crown Heights,40.67682,-73.96178,United States,US,False,flexible,Entire home/apt,2020.0,"$1,173 ",$235 ,4.0,116.0,4/19/2019,2.74,4.0,1.0,224.0,,
29018,17027977,Gorgeous Room in Heart of Harlem,85892731341,unconfirmed,Shemel,Manhattan,Harlem,40.81688,-73.94132,United States,US,True,strict,Private room,2013.0,$472 ,$94 ,1.0,1.0,12/22/2017,0.05,4.0,1.0,0.0,,
92227,51938308,Entire apartment in Ditmas Park/Flatbush,94188534895,unconfirmed,Nitika,Brooklyn,Flatbush,40.64149,-73.96157,United States,US,True,strict,Entire home/apt,2003.0,$816 ,$163 ,1.0,5.0,2/27/2018,0.27,5.0,1.0,0.0,Please no dirty dishes behind. Thank you,
17293,10552260,"Charming 2 Bedroom Apartment, Incredible Location",51622390019,unconfirmed,Sarah,Manhattan,Nolita,40.7224,-73.99604,United States,US,True,strict,Entire home/apt,2012.0,"$1,077 ",$215 ,1.0,2.0,7/1/2016,0.05,4.0,2.0,0.0,"We ask that you treat everything here with care, as it is our home. NO SMOKING IS ALLOWED IN THE HOUSE OR ANYWHERE ON OUR PROPERTY.  If anything is damaged please let us know immediately.",
49861,28539566,Charming Modern Garden Apartment in Fort Greene,59076035993,unconfirmed,Rebecca,Brooklyn,Fort Greene,40.6849,-73.97614,United States,US,True,moderate,Entire home/apt,2016.0,$242 ,$48 ,3.0,24.0,3/2/2022,5.14,2.0,1.0,33.0,,
88959,50133392,Hotel Style KG/QN Room WYNDHAM MIDTOWN 45,31665560887,verified,Wynpoints,Manhattan,Midtown,40.75344,-73.97207,United States,US,False,strict,Private room,2005.0,$575 ,$115 ,3.0,7.0,12/9/2016,0.21,3.0,12.0,365.0,No Smoking No Pets,
78735,44486677,"BROOKLYN HEIGHTS Private Studio, 1 stop Manhattan!",67915850698,verified,Patrick,Brooklyn,Brooklyn Heights,40.69343,-73.99611,United States,US,True,strict,Entire home/apt,2021.0,$273 ,$55 ,4.0,3.0,6/15/2019,0.2,2.0,1.0,4.0,,
67305,38173888,"Sunlight, comfort, & Brooklyn charm near the Park",21101064473,verified,Alexander,Brooklyn,East Flatbush,40.6525,-73.94806,United States,US,True,moderate,Private room,2004.0,$161 ,$32 ,2.0,23.0,5/23/2020,0.54,5.0,2.0,0.0,,
92303,51980283,"Cozy 2 Bedroom apartment, Feel like home!",18826634438,unconfirmed,Eva,Brooklyn,Bedford-Stuyvesant,40.69336,-73.95171,United States,US,False,moderate,Entire home/apt,2003.0,$237 ,$47 ,6.0,2.0,10/27/2018,0.18,4.0,1.0,43.0,As if it were your own home!,
67954,38532330,Cozy Home in the Heart of E. Village/Alphabet City,68729528287,verified,Luc,Manhattan,East Village,40.72516,-73.98133,United States,US,True,moderate,Entire home/apt,2004.0,$111 ,$22 ,30.0,15.0,3/9/2020,0.55,5.0,1.0,89.0,,
11440,7319648,Greene Hill   3BR Brownstone Apt,69306382261,verified,Holly/Rick,Brooklyn,Bedford-Stuyvesant,40.68846,-73.95653,United States,US,False,flexible,Entire home/apt,2004.0,$197 ,$39 ,3.0,115.0,7/7/2019,2.61,4.0,1.0,56.0,,
16459,10091642,Beautiful 1BR UES,46038428974,unconfirmed,Nicole,Manhattan,Upper East Side,40.7722,-73.95272,United States,US,True,moderate,Entire home/apt,2008.0,"$1,111 ",$222 ,3.0,8.0,2/20/2017,0.22,5.0,1.0,31.0,,
30933,18085632,Beautiful red-brick bedroom in prime East Village,56567453071,unconfirmed,Steven,Manhattan,East Village,40.72507,-73.9827,United States,US,True,strict,Private room,2015.0,,$113 ,3.0,45.0,7/2/2019,3.53,5.0,3.0,6.0,,
12753,8044818,Bright new apt in a luxury building,12852095649,verified,Dorit,Brooklyn,Bedford-Stuyvesant,40.6801,-73.92873,United States,US,False,strict,Entire home/apt,2017.0,$209 ,$42 ,13.0,0.0,,,1.0,1.0,281.0,,
20451,12296423,Sunny beautiful airy bedroom in Modern Apartment,63618544698,verified,Camilo,Brooklyn,Greenpoint,40.725,-73.94633,United States,US,False,flexible,Private room,2016.0,$573 ,$115 ,1.0,10.0,4/8/2018,0.32,4.0,1.0,0.0,Please leave shoes at the front door. Guests should wash dishes after using them and clean the stove after each use.  Please keep common areas clean (especially the bathroom).  Do not leave towels lying around (either hang on the rack in the bathroom or in the closet) Do not make noise after midnight.  No additional guests,
36694,21267432,15% Discount - Cozy Room in LES with Backyard,85198455910,unconfirmed,Vince,Manhattan,Lower East Side,40.715,-73.98596,United States,US,False,strict,Private room,2013.0,$116 ,$23 ,1.0,22.0,6/17/2019,2.54,2.0,3.0,123.0,No parties. No overnight guests. Please use your time in the city to get out and explore and use the apartment as an experience to stay in a neighborhood where you'll never find a hotel! You are so close to everything!,
81545,46038640,"纽约三室一厅两全浴带独立厨房和停车位
Three-Room Two Bath and Parking",64791877384,unconfirmed,Mike,Queens,Flushing,40.76818,-73.8276,United States,US,False,flexible,Entire home/apt,2004.0,$457 ,$91 ,1.0,85.0,7/7/2019,3.52,1.0,1.0,151.0,No Smoking in the building and common courtesy and respect. Roomate who rents with me needs use of the batroom around 7:15 am to  get ready for work. Enjoy your time here in Boston!,
38827,22445488,Cozy 1 bedroom in the heart of Hell's Kitchen!,69263781561,verified,Ryan,Manhattan,Hell's Kitchen,40.76007,-73.98965,United States,US,True,moderate,Entire home/apt,2011.0,$551 ,$110 ,2.0,0.0,,,3.0,1.0,0.0,Check in is after 3 pm and check out is at 12 pm.  No parties or events.  No smoking.  No pets.  No unauthorized guests.  My home is not child proof.  Please leave your shoes at the entrance of the apartment.,
21275,12751519,"Cozy 1br apartment, 25 min away from Manhattan",96625812693,verified,Raquel,Queens,Ditmars Steinway,40.77707,-73.91887,United States,US,False,flexible,Entire home/apt,2009.0,"$1,098 ",$220 ,5.0,14.0,1/5/2019,0.49,5.0,1.0,1.0,,
100067,56268340,Best Location! Near Times Sq Javits Ctr Penn Sta,13968667134,verified,C.D.,Manhattan,Hell's Kitchen,40.75372,-73.99332,United States,US,False,flexible,Shared room,2009.0,$886 ,$177 ,1.0,8.0,5/19/2019,0.26,1.0,1.0,365.0,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
5915,4268191,Modern & Sunny w/ Private Terrace,91067510638,verified,Liana,Brooklyn,Williamsburg,40.71436,-73.96362,United States,US,False,flexible,Entire home/apt,2016.0,$268 ,$54 ,3.0,43.0,5/26/2019,0.75,5.0,1.0,155.0,Be respectful and mindful of neighbors.,
75467,42681760,"Beautiful, large, sunny private bedroom available",50839059108,verified,Alexis,Brooklyn,Prospect Heights,40.67953,-73.97334,United States,US,False,strict,Private room,2008.0,"$1,168 ",$234 ,20.0,1.0,5/9/2019,0.49,3.0,1.0,0.0,,
50798,29057071,Master bedroom in Fresh Meadows,10893614683,unconfirmed,FuKang,Queens,Fresh Meadows,40.73752,-73.79275,United States,US,True,moderate,Private room,2020.0,$183 ,$37 ,1.0,38.0,2/27/2022,1.26,4.0,6.0,365.0,,
54339,31012766,Charming Cozy Bedroom in Bushwick art house,43417800662,unconfirmed,Kelly,Brooklyn,Bushwick,40.70141,-73.92771,United States,US,True,strict,Private room,2011.0,$343 ,$69 ,2.0,47.0,2/13/2022,1.07,5.0,2.0,149.0,,
9144,6051567,Perfect UES; steps from Park Ave,5115705370,unconfirmed,Robert,Manhattan,Upper East Side,40.76425,-73.96811,United States,US,True,moderate,Entire home/apt,2020.0,$276 ,$55 ,7.0,26.0,6/30/2019,0.54,2.0,1.0,55.0,No Smoking No Pets,
35795,20770915,Affordable Studio for First-Time Travelers to NYC,65877587350,unconfirmed,Timothy,Manhattan,Upper East Side,40.77878,-73.95694,United States,US,True,flexible,Private room,2016.0,$290 ,$58 ,1.0,15.0,12/30/2018,1.56,3.0,1.0,0.0,,
91521,51548384,1B Large studio in Williamsburg with terrace,84207506301,unconfirmed,Krzysztof,Brooklyn,Williamsburg,40.71942,-73.94272,United States,US,False,moderate,Entire home/apt,2016.0,$312 ,$62 ,30.0,6.0,1/19/2019,0.22,5.0,8.0,156.0,"Please respect our neighbors and keep the noise level at a respectful level. While we hear very little from our downstairs neighbor, she hears our sounds easily.",
76974,43514076,Large private room in heart of BK,54610887863,verified,Jenima,Brooklyn,Prospect-Lefferts Gardens,40.66197,-73.94668,United States,US,True,strict,Private room,2015.0,$892 ,$178 ,2.0,74.0,7/4/2019,2.38,3.0,2.0,20.0,Please take care of my space and things.,
102092,35525609,Alphabet City Spring,42602444364,unconfirmed,Kirk,Manhattan,East Village,40.72956,-73.97973,United States,US,True,flexible,Private room,2006.0,$113 ,$23 ,30.0,3.0,11/12/2021,0.34,5.0,1.0,241.0,,
71836,40676359,Prolonged Traveler's Dream(a month first & more),67171943309,unconfirmed,Ikkyukim,Bronx,Hunts Point,40.81229,-73.88887,United States,US,True,moderate,Private room,2003.0,$482 ,$96 ,30.0,19.0,6/29/2019,0.4,4.0,6.0,287.0,,
62341,35432270,Private and Cozy Room Waiting for You 1,53477861719,verified,Daniel,Brooklyn,Bushwick,40.69319,-73.91455,United States,US,False,flexible,Private room,2018.0,$709 ,$142 ,30.0,27.0,11/18/2021,0.91,3.0,1.0,0.0,,
96365,54223726,Prime Location! The Mid/Upper East side Grey Room,40997397921,unconfirmed,Giovanna,Manhattan,Upper East Side,40.76258,-73.96252,United States,US,True,flexible,Private room,2013.0,$446 ,$89 ,1.0,82.0,6/16/2019,7.01,2.0,1.0,51.0,No Smoking No Pets,
41333,23829552,Spacious One Bedroom in Hell's Kitchen,90961425095,verified,Michael,Manhattan,Hell's Kitchen,40.75951,-73.99455,United States,US,False,strict,Entire home/apt,2012.0,$398 ,$80 ,2.0,0.0,,,4.0,1.0,0.0,"No shoes in the apartment please.  For long term guests (5+days)- please remember this is a home not a hotel, please pick up after yourself and assist with house cleaning once per week, wash your own laundry including bedding and towels. ALL Guests -please remember to close and lock all doors.  Do NOT lose your flat key's - if you lose the key you the guest is responsible for contacting and paying locksmith fees in addition to extra key fee  ( this cost can be close to $500) please DO NOT lose your key. The reason why I'm listing these rules is because some people think that hosts are servants and slaves and we are not therefore be respectful please to all of your hosts. Make yourself at home and enjoy your stay but as the same time be observant and caring. I go to bed early due to long work hours therefore it is much appreciated if guests are not cooking pass 20:00.   Thank you very much and safe travels.",
48136,27586849,"Bright, spacious 1br in Harlem | Near 4/5/6 train",42394402948,unconfirmed,Jordan,Manhattan,East Harlem,40.8019,-73.93829,United States,US,True,flexible,Entire home/apt,2012.0,"$1,032 ",$206 ,14.0,0.0,,,4.0,1.0,52.0,,
45709,26246417,Sunny Private 1BR Suite w/Kitchen/Bath @A/C Lines,48716019832,unconfirmed,Matt & Crutch,Brooklyn,Bedford-Stuyvesant,40.67916,-73.92559,United States,US,False,strict,Entire home/apt,2011.0,$128 ,$26 ,3.0,3.0,6/22/2019,2.05,4.0,3.0,43.0,,
86185,48601312,Bright Cozy Private Room near Columbia Univ,91915095882,verified,Jean,Manhattan,Upper West Side,40.80279,-73.96535,United States,US,False,flexible,Private room,2003.0,$672 ,$134 ,2.0,2.0,5/31/2016,0.05,4.0,2.0,398.0,NO Smoking Pets Allowed with a $375 non refundable pet fee.,
83859,47316662,EAST 60TH STREET STUDIO WITH 2 DOUBLE BEDS,53208633210,unconfirmed,Rated,Manhattan,Upper East Side,40.76114,-73.961,United States,US,True,moderate,Entire home/apt,2019.0,$329 ,$66 ,30.0,1.0,10/30/2017,0.05,3.0,33.0,365.0,,
75889,42914831,NYC Photographers Loft,20961214586,unconfirmed,Zi Ying,Manhattan,Chinatown,40.71775,-73.99509,United States,US,True,flexible,Entire home/apt,2003.0,$444 ,$89 ,3.0,19.0,6/22/2019,0.56,3.0,2.0,11.0,,
8108,5479384,Park Slope Garden Level Studio,32329664204,unconfirmed,Christiana,Brooklyn,Park Slope,40.66936,-73.98116,United States,US,True,moderate,Entire home/apt,2005.0,$202 ,$40 ,7.0,47.0,6/23/2019,0.96,3.0,1.0,81.0,*No additional guest are to stay/visit besides pre-approved guests.  *Please do not drink my wine.,
38270,22137857,Midtown West - Cozy Standard King,12594506013,verified,Gabriel,Manhattan,Hell's Kitchen,40.7552,-73.99672,United States,US,True,flexible,Private room,2008.0,$980 ,$196 ,1.0,10.0,5/5/2019,1.36,3.0,30.0,175.0,"No shoes in the apartment, please",
30498,17845381,West Village  1 br  apartment w skylight&fireplace,4592410629,unconfirmed,Elizabeth,Manhattan,West Village,40.73389,-74.00086,United States,US,True,moderate,Entire home/apt,2018.0,$178 ,$36 ,60.0,12.0,4/21/2019,0.75,5.0,1.0,13.0,"Please arrange arrival ahead, late arrival will be handled through our ""key service"" by cal(PHONE NUMBER HIDDEN), they will meet you at the door with room keys/instructions, the address is 29 Hancock Street, Beacon Hill 02114. We expect guests to come and go quietly, we require ID to be emailed prior to arrival to (EMAIL HIDDEN) the building is ""smoke free"", please refrain from smoking indoors.",
78262,44225439,"Bright, Spacious, Clean Loft Space with Balcony!",77418052896,verified,Gina,Brooklyn,Bedford-Stuyvesant,40.68949,-73.9557,United States,US,False,flexible,Entire home/apt,2019.0,"$1,068 ",$214 ,3.0,9.0,1/1/2018,0.3,5.0,1.0,0.0,"Guests will be in my personal residence. I take great pride in my home. I ask that guest treat my home with the highest of respect. Please, no strangers or parties will be allowed! Thank you",
49637,28415851,Cozy 1 Bedroom Apartment in Harlem,81554987701,verified,Steven,Manhattan,Harlem,40.82102,-73.94562,United States,US,False,moderate,Entire home/apt,2008.0,$915 ,$183 ,1.0,125.0,3/3/2022,9.35,5.0,1.0,1.0,,
55299,31542974,Olu's Airbnb by the Sea,79731721233,verified,Jomo,Queens,Rockaway Beach,40.58505,-73.81985,United States,US,False,flexible,Entire home/apt,2015.0,$878 ,$176 ,2.0,46.0,2/6/2022,2.27,2.0,1.0,126.0,,
